externalid,segid,PROJ_GRP,year,LIN_FORECAST
3616,1828_004.5,Since 1985,2032,556
3616,1828_004.5,Since 1985,2036,572
3616,1828_004.5,Since 1985,2046,613
3616,1828_004.5,Since 1985,2055,650
3617,0006_140.3,Since 1985,1985,1803
3617,0006_140.3,Since 1985,2027,1120
3617,0006_140.3,Since 1985,2032,1039
3617,0006_140.3,Since 1985,2036,974
3617,0006_140.3,Since 1985,2046,811
3617,0006_140.3,Since 1985,2055,665
3618,0073_015.5,Since 1985,1985,380
3618,0073_015.5,Since 1985,2027,2299
3618,0073_015.5,Since 1985,2032,2528
3618,0073_015.5,Since 1985,2036,2711
3618,0073_015.5,Since 1985,2046,3168
3618,0073_015.5,Since 1985,2055,3579
3620,0189_014.3,Since 1985,1985,4836
3620,0189_014.3,Since 1985,2027,13673
3620,0189_014.3,Since 1985,2032,14725
3620,0189_014.3,Since 1985,2036,15566
3620,0189_014.3,Since 1985,2046,17670
3620,0189_014.3,Since 1985,2055,19564
3623,0006_216.2,Since 1985,1985,3758
3623,0006_216.2,Since 1985,2027,10298
3623,0006_216.2,Since 1985,2032,11077
3623,0006_216.2,Since 1985,2036,11699
3623,0006_216.2,Since 1985,2046,13256
3623,0006_216.2,Since 1985,2055,14658
3624,0096_006.2,Since 1985,1985,263
3624,0096_006.2,Since 1985,2027,1346
3624,0096_006.2,Since 1985,2032,1475
3624,0096_006.2,Since 1985,2036,1578
3624,0096_006.2,Since 1985,2046,1836
3624,0096_006.2,Since 1985,2055,2068
3626,0089_296.0,Since 1985,1985,1406
3626,0089_296.0,Since 1985,2027,3440
3626,0089_296.0,Since 1985,2032,3682
3626,0089_296.0,Since 1985,2036,3876
3626,0089_296.0,Since 1985,2046,4360
3626,0089_296.0,Since 1985,2055,4796
3628,0015_233.2,Since 1985,1985,7718
3628,0015_233.2,Since 1985,2027,36789
3628,0015_233.2,Since 1985,2032,40250
3628,0015_233.2,Since 1985,2036,43019
3628,0015_233.2,Since 1985,2046,49940
3628,0015_233.2,Since 1985,2055,56170
3629,1826_004.9,Since 1985,1985,-4119
3629,1826_004.9,Since 1985,2027,4896
3629,1826_004.9,Since 1985,2032,5970
3629,1826_004.9,Since 1985,2036,6828
3629,1826_004.9,Since 1985,2046,8975
3629,1826_004.9,Since 1985,2055,10907
3601,1082_000.0,Since 1986,1986,74
3601,1082_000.0,Since 1986,2027,890
3601,1082_000.0,Since 1986,2032,989
3601,1082_000.0,Since 1986,2036,1069
3601,1082_000.0,Since 1986,2046,1268
3601,1082_000.0,Since 1986,2055,1447
3602,0013_006.5,Since 1986,1986,4804
3602,0013_006.5,Since 1986,2027,10417
3602,0013_006.5,Since 1986,2032,11101
3602,0013_006.5,Since 1986,2036,11649
3602,0013_006.5,Since 1986,2046,13018
3602,0013_006.5,Since 1986,2055,14250
3603,1112_000.0,Since 1986,1986,-272
3603,1112_000.0,Since 1986,2027,1719
3603,1112_000.0,Since 1986,2032,1962
3603,1112_000.0,Since 1986,2036,2156
3603,1112_000.0,Since 1986,2046,2642
3603,1112_000.0,Since 1986,2055,3079
3604,0015_368.1,Since 1986,1986,13632
3604,0015_368.1,Since 1986,2027,31457
3604,0015_368.1,Since 1986,2032,33630
3604,0015_368.1,Since 1986,2036,35369
3604,0015_368.1,Since 1986,2046,39717
3604,0015_368.1,Since 1986,2055,43630
3605,0038_003.2,Since 1986,1986,2832
3605,0038_003.2,Since 1986,2027,3359
3605,0038_003.2,Since 1986,2032,3423
3605,0038_003.2,Since 1986,2036,3474
3605,0038_003.2,Since 1986,2046,3602
3605,0038_003.2,Since 1986,2055,3718
3606,0091_010.1,Since 1986,1986,8565
3606,0091_010.1,Since 1986,2027,22614
3606,0091_010.1,Since 1986,2032,24327
3606,0091_010.1,Since 1986,2036,25698
3606,0091_010.1,Since 1986,2046,29124
3606,0091_010.1,Since 1986,2055,32208
3607,3462_002.8,Since 1986,1986,4265
3607,3462_002.8,Since 1986,2027,1228
3607,3462_002.8,Since 1986,2032,858
3607,3462_002.8,Since 1986,2036,562
3607,3462_002.8,Since 1986,2046,-179
3607,3462_002.8,Since 1986,2055,-846
3608,0039_008.7,Since 1986,1986,6485
3608,0039_008.7,Since 1986,2027,9207
3608,0039_008.7,Since 1986,2032,9539
3608,0039_008.7,Since 1986,2036,9804
3608,0039_008.7,Since 1986,2046,10468
3608,0039_008.7,Since 1986,2055,11066
3609,0084_087.8,Since 1986,1986,3232
3609,0084_087.8,Since 1986,2027,25909
3609,0084_087.8,Since 1986,2032,28675
3609,0084_087.8,Since 1986,2036,30887
3609,0084_087.8,Since 1986,2046,36419
3609,0084_087.8,Since 1986,2055,41397
3612,0080_099.5,Since 1986,1986,18484
3612,0080_099.5,Since 1986,2027,51529
3612,0080_099.5,Since 1986,2032,55559
3612,0080_099.5,Since 1986,2036,58783
3612,0080_099.5,Since 1986,2046,66842
3612,0080_099.5,Since 1986,2055,74096
3612,0080_101.5,Since 1986,1986,18484
3612,0080_101.5,Since 1986,2027,51529
3612,0080_101.5,Since 1986,2032,55559
3612,0080_101.5,Since 1986,2036,58783
3612,0080_101.5,Since 1986,2046,66842
3612,0080_101.5,Since 1986,2055,74096
3613,0065_008.4,Since 1986,1986,572
3613,0065_008.4,Since 1986,2027,525
3613,0065_008.4,Since 1986,2032,519
3613,0065_008.4,Since 1986,2036,515
3613,0065_008.4,Since 1986,2046,503
3613,0065_008.4,Since 1986,2055,493
3614,0080_138.9,Since 1986,1986,23378
3614,0080_138.9,Since 1986,2027,65278
3614,0080_138.9,Since 1986,2032,70387
3614,0080_138.9,Since 1986,2036,74475
3614,0080_138.9,Since 1986,2046,84695
3614,0080_138.9,Since 1986,2055,93892
3615,0190_015.75,Since 1986,1986,4950
3615,0190_015.75,Since 1986,2027,1392
3615,0190_015.75,Since 1986,2032,958
3615,0190_015.75,Since 1986,2036,611
3615,0190_015.75,Since 1986,2046,-257
3615,0190_015.75,Since 1986,2055,-1038
3616,1828_004.5,Since 1986,1986,368
3616,1828_004.5,Since 1986,2027,535
3616,1828_004.5,Since 1986,2032,556
3616,1828_004.5,Since 1986,2036,572
3616,1828_004.5,Since 1986,2046,613
3616,1828_004.5,Since 1986,2055,650
3617,0006_140.3,Since 1986,1986,1776
3617,0006_140.3,Since 1986,2027,1127
3617,0006_140.3,Since 1986,2032,1048
3617,0006_140.3,Since 1986,2036,984
3617,0006_140.3,Since 1986,2046,826
3617,0006_140.3,Since 1986,2055,683
3618,0073_015.5,Since 1986,1986,419
3618,0073_015.5,Since 1986,2027,2304
3618,0073_015.5,Since 1986,2032,2533
3618,0073_015.5,Since 1986,2036,2717
3618,0073_015.5,Since 1986,2046,3177
3618,0073_015.5,Since 1986,2055,3591
3620,0189_014.3,Since 1986,1986,5076
3620,0189_014.3,Since 1986,2027,13653
3620,0189_014.3,Since 1986,2032,14699
3620,0189_014.3,Since 1986,2036,15536
3620,0189_014.3,Since 1986,2046,17628
3620,0189_014.3,Since 1986,2055,19511
3623,0006_216.2,Since 1986,1986,3949
3623,0006_216.2,Since 1986,2027,10275
3623,0006_216.2,Since 1986,2032,11046
3623,0006_216.2,Since 1986,2036,11663
3623,0006_216.2,Since 1986,2046,13206
3623,0006_216.2,Since 1986,2055,14595
3624,0096_006.2,Since 1986,1986,256
3624,0096_006.2,Since 1986,2027,1368
3624,0096_006.2,Since 1986,2032,1504
3624,0096_006.2,Since 1986,2036,1612
3624,0096_006.2,Since 1986,2046,1883
3624,0096_006.2,Since 1986,2055,2127
3626,0089_296.0,Since 1986,1986,1465
3626,0089_296.0,Since 1986,2027,3433
3626,0089_296.0,Since 1986,2032,3673
3626,0089_296.0,Since 1986,2036,3864
3626,0089_296.0,Since 1986,2046,4344
3626,0089_296.0,Since 1986,2055,4776
3628,0015_233.2,Since 1986,1986,8376
3628,0015_233.2,Since 1986,2027,36812
3628,0015_233.2,Since 1986,2032,40280
3628,0015_233.2,Since 1986,2036,43055
3628,0015_233.2,Since 1986,2046,49990
3628,0015_233.2,Since 1986,2055,56233
3629,1826_004.9,Since 1986,1986,-3904
3629,1826_004.9,Since 1986,2027,4896
3629,1826_004.9,Since 1986,2032,5970
3629,1826_004.9,Since 1986,2036,6828
3629,1826_004.9,Since 1986,2046,8975
3629,1826_004.9,Since 1986,2055,10907
3601,1082_000.0,Since 1987,1987,94
3601,1082_000.0,Since 1987,2027,890
3601,1082_000.0,Since 1987,2032,989
3601,1082_000.0,Since 1987,2036,1069
3601,1082_000.0,Since 1987,2046,1268
3601,1082_000.0,Since 1987,2055,1447
3602,0013_006.5,Since 1987,1987,5038
3602,0013_006.5,Since 1987,2027,10352
3602,0013_006.5,Since 1987,2032,11017
3602,0013_006.5,Since 1987,2036,11548
3602,0013_006.5,Since 1987,2046,12877
3602,0013_006.5,Since 1987,2055,14072
3603,1112_000.0,Since 1987,1987,-223
3603,1112_000.0,Since 1987,2027,1719
3603,1112_000.0,Since 1987,2032,1962
3603,1112_000.0,Since 1987,2036,2156
3603,1112_000.0,Since 1987,2046,2642
3603,1112_000.0,Since 1987,2055,3079
3604,0015_368.1,Since 1987,1987,14554
3604,0015_368.1,Since 1987,2027,31134
3604,0015_368.1,Since 1987,2032,33206
3604,0015_368.1,Since 1987,2036,34864
3604,0015_368.1,Since 1987,2046,39009
3604,0015_368.1,Since 1987,2055,42739
3605,0038_003.2,Since 1987,1987,3050
3605,0038_003.2,Since 1987,2027,3223
3605,0038_003.2,Since 1987,2032,3245
3605,0038_003.2,Since 1987,2036,3262
3605,0038_003.2,Since 1987,2046,3305
3605,0038_003.2,Since 1987,2055,3344
3606,0091_010.1,Since 1987,1987,9078
3606,0091_010.1,Since 1987,2027,22500
3606,0091_010.1,Since 1987,2032,24178
3606,0091_010.1,Since 1987,2036,25521
3606,0091_010.1,Since 1987,2046,28876
3606,0091_010.1,Since 1987,2055,31896
3607,3462_002.8,Since 1987,1987,4191
3607,3462_002.8,Since 1987,2027,1228
3607,3462_002.8,Since 1987,2032,858
3607,3462_002.8,Since 1987,2036,562
3607,3462_002.8,Since 1987,2046,-179
3607,3462_002.8,Since 1987,2055,-846
3608,0039_008.7,Since 1987,1987,6604
3608,0039_008.7,Since 1987,2027,9172
3608,0039_008.7,Since 1987,2032,9493
3608,0039_008.7,Since 1987,2036,9750
3608,0039_008.7,Since 1987,2046,10392
3608,0039_008.7,Since 1987,2055,10969
3609,0084_087.8,Since 1987,1987,3635
3609,0084_087.8,Since 1987,2027,26009
3609,0084_087.8,Since 1987,2032,28806
3609,0084_087.8,Since 1987,2036,31044
3609,0084_087.8,Since 1987,2046,36637
3609,0084_087.8,Since 1987,2055,41672
3612,0080_099.5,Since 1987,1987,19356
3612,0080_099.5,Since 1987,2027,51485
3612,0080_099.5,Since 1987,2032,55502
3612,0080_099.5,Since 1987,2036,58715
3612,0080_099.5,Since 1987,2046,66747
3612,0080_099.5,Since 1987,2055,73976
3612,0080_101.5,Since 1987,1987,19356
3612,0080_101.5,Since 1987,2027,51485
3612,0080_101.5,Since 1987,2032,55502
3612,0080_101.5,Since 1987,2036,58715
3612,0080_101.5,Since 1987,2046,66747
3612,0080_101.5,Since 1987,2055,73976
3613,0065_008.4,Since 1987,1987,618
3613,0065_008.4,Since 1987,2027,494
3613,0065_008.4,Since 1987,2032,478
3613,0065_008.4,Since 1987,2036,466
3613,0065_008.4,Since 1987,2046,435
3613,0065_008.4,Since 1987,2055,407
3614,0080_138.9,Since 1987,1987,24786
3614,0080_138.9,Since 1987,2027,65020
3614,0080_138.9,Since 1987,2032,70049
3614,0080_138.9,Since 1987,2036,74072
3614,0080_138.9,Since 1987,2046,84131
3614,0080_138.9,Since 1987,2055,93183
3615,0190_015.75,Since 1987,1987,4864
3615,0190_015.75,Since 1987,2027,1392
3615,0190_015.75,Since 1987,2032,958
3615,0190_015.75,Since 1987,2036,611
3615,0190_015.75,Since 1987,2046,-257
3615,0190_015.75,Since 1987,2055,-1038
3616,1828_004.5,Since 1987,1987,372
3616,1828_004.5,Since 1987,2027,535
3616,1828_004.5,Since 1987,2032,556
3616,1828_004.5,Since 1987,2036,572
3616,1828_004.5,Since 1987,2046,613
3616,1828_004.5,Since 1987,2055,650
3617,0006_140.3,Since 1987,1987,1777
3617,0006_140.3,Since 1987,2027,1116
3617,0006_140.3,Since 1987,2032,1033
3617,0006_140.3,Since 1987,2036,967
3617,0006_140.3,Since 1987,2046,801
3617,0006_140.3,Since 1987,2055,652
3618,0073_015.5,Since 1987,1987,462
3618,0073_015.5,Since 1987,2027,2305
3618,0073_015.5,Since 1987,2032,2536
3618,0073_015.5,Since 1987,2036,2720
3618,0073_015.5,Since 1987,2046,3181
3618,0073_015.5,Since 1987,2055,3596
3620,0189_014.3,Since 1987,1987,5341
3620,0189_014.3,Since 1987,2027,13616
3620,0189_014.3,Since 1987,2032,14651
3620,0189_014.3,Since 1987,2036,15478
3620,0189_014.3,Since 1987,2046,17547
3620,0189_014.3,Since 1987,2055,19409
3623,0006_216.2,Since 1987,1987,4128
3623,0006_216.2,Since 1987,2027,10259
3623,0006_216.2,Since 1987,2032,11025
3623,0006_216.2,Since 1987,2036,11638
3623,0006_216.2,Since 1987,2046,13171
3623,0006_216.2,Since 1987,2055,14550
3624,0096_006.2,Since 1987,1987,248
3624,0096_006.2,Since 1987,2027,1391
3624,0096_006.2,Since 1987,2032,1534
3624,0096_006.2,Since 1987,2036,1648
3624,0096_006.2,Since 1987,2046,1934
3624,0096_006.2,Since 1987,2055,2192
3626,0089_296.0,Since 1987,1987,1519
3626,0089_296.0,Since 1987,2027,3429
3626,0089_296.0,Since 1987,2032,3667
3626,0089_296.0,Since 1987,2036,3858
3626,0089_296.0,Since 1987,2046,4336
3626,0089_296.0,Since 1987,2055,4765
3628,0015_233.2,Since 1987,1987,9130
3628,0015_233.2,Since 1987,2027,36772
3628,0015_233.2,Since 1987,2032,40227
3628,0015_233.2,Since 1987,2036,42991
3628,0015_233.2,Since 1987,2046,49902
3628,0015_233.2,Since 1987,2055,56121
3629,1826_004.9,Since 1987,1987,-3689
3629,1826_004.9,Since 1987,2027,4896
3629,1826_004.9,Since 1987,2032,5970
3629,1826_004.9,Since 1987,2036,6828
3629,1826_004.9,Since 1987,2046,8975
3629,1826_004.9,Since 1987,2055,10907
3601,1082_000.0,Since 1988,1988,114
3601,1082_000.0,Since 1988,2027,890
3601,1082_000.0,Since 1988,2032,989
3601,1082_000.0,Since 1988,2036,1069
3601,1082_000.0,Since 1988,2046,1268
3601,1082_000.0,Since 1988,2055,1447
3602,0013_006.5,Since 1988,1988,5295
3602,0013_006.5,Since 1988,2027,10269
3602,0013_006.5,Since 1988,2032,10907
3602,0013_006.5,Since 1988,2036,11417
3602,0013_006.5,Since 1988,2046,12692
3602,0013_006.5,Since 1988,2055,13840
3603,1112_000.0,Since 1988,1988,-175
3603,1112_000.0,Since 1988,2027,1719
3603,1112_000.0,Since 1988,2032,1962
3603,1112_000.0,Since 1988,2036,2156
3603,1112_000.0,Since 1988,2046,2642
3603,1112_000.0,Since 1988,2055,3079
3604,0015_368.1,Since 1988,1988,15585
3604,0015_368.1,Since 1988,2027,30722
3604,0015_368.1,Since 1988,2032,32662
3604,0015_368.1,Since 1988,2036,34215
3604,0015_368.1,Since 1988,2046,38096
3604,0015_368.1,Since 1988,2055,41589
3605,0038_003.2,Since 1988,1988,3294
3605,0038_003.2,Since 1988,2027,3063
3605,0038_003.2,Since 1988,2032,3033
3605,0038_003.2,Since 1988,2036,3010
3605,0038_003.2,Since 1988,2046,2950
3605,0038_003.2,Since 1988,2055,2897
3606,0091_010.1,Since 1988,1988,9566
3606,0091_010.1,Since 1988,2027,22398
3606,0091_010.1,Since 1988,2032,24043
3606,0091_010.1,Since 1988,2036,25359
3606,0091_010.1,Since 1988,2046,28650
3606,0091_010.1,Since 1988,2055,31611
3607,3462_002.8,Since 1988,1988,4117
3607,3462_002.8,Since 1988,2027,1228
3607,3462_002.8,Since 1988,2032,858
3607,3462_002.8,Since 1988,2036,562
3607,3462_002.8,Since 1988,2046,-179
3607,3462_002.8,Since 1988,2055,-846
3608,0039_008.7,Since 1988,1988,6685
3608,0039_008.7,Since 1988,2027,9160
3608,0039_008.7,Since 1988,2032,9478
3608,0039_008.7,Since 1988,2036,9732
3608,0039_008.7,Since 1988,2046,10366
3608,0039_008.7,Since 1988,2055,10937
3609,0084_087.8,Since 1988,1988,4062
3609,0084_087.8,Since 1988,2027,26098
3609,0084_087.8,Since 1988,2032,28923
3609,0084_087.8,Since 1988,2036,31183
3609,0084_087.8,Since 1988,2046,36833
3609,0084_087.8,Since 1988,2055,41918
3612,0080_099.5,Since 1988,1988,20287
3612,0080_099.5,Since 1988,2027,51399
3612,0080_099.5,Since 1988,2032,55388
3612,0080_099.5,Since 1988,2036,58579
3612,0080_099.5,Since 1988,2046,66556
3612,0080_099.5,Since 1988,2055,73736
3612,0080_101.5,Since 1988,1988,20287
3612,0080_101.5,Since 1988,2027,51399
3612,0080_101.5,Since 1988,2032,55388
3612,0080_101.5,Since 1988,2036,58579
3612,0080_101.5,Since 1988,2046,66556
3612,0080_101.5,Since 1988,2055,73736
3613,0065_008.4,Since 1988,1988,669
3613,0065_008.4,Since 1988,2027,458
3613,0065_008.4,Since 1988,2032,431
3613,0065_008.4,Since 1988,2036,409
3613,0065_008.4,Since 1988,2046,355
3613,0065_008.4,Since 1988,2055,306
3614,0080_138.9,Since 1988,1988,26255
3614,0080_138.9,Since 1988,2027,64709
3614,0080_138.9,Since 1988,2032,69639
3614,0080_138.9,Since 1988,2036,73583
3614,0080_138.9,Since 1988,2046,83443
3614,0080_138.9,Since 1988,2055,92317
3615,0190_015.75,Since 1988,1988,4906
3615,0190_015.75,Since 1988,2027,1305
3615,0190_015.75,Since 1988,2032,844
3615,0190_015.75,Since 1988,2036,475
3615,0190_015.75,Since 1988,2046,-449
3615,0190_015.75,Since 1988,2055,-1280
3616,1828_004.5,Since 1988,1988,376
3616,1828_004.5,Since 1988,2027,535
3616,1828_004.5,Since 1988,2032,556
3616,1828_004.5,Since 1988,2036,572
3616,1828_004.5,Since 1988,2046,613
3616,1828_004.5,Since 1988,2055,650
3617,0006_140.3,Since 1988,1988,1809
3617,0006_140.3,Since 1988,2027,1083
3617,0006_140.3,Since 1988,2032,990
3617,0006_140.3,Since 1988,2036,915
3617,0006_140.3,Since 1988,2046,729
3617,0006_140.3,Since 1988,2055,561
3618,0073_015.5,Since 1988,1988,509
3618,0073_015.5,Since 1988,2027,2305
3618,0073_015.5,Since 1988,2032,2535
3618,0073_015.5,Since 1988,2036,2719
3618,0073_015.5,Since 1988,2046,3179
3618,0073_015.5,Since 1988,2055,3593
3620,0189_014.3,Since 1988,1988,5587
3620,0189_014.3,Since 1988,2027,13590
3620,0189_014.3,Since 1988,2032,14616
3620,0189_014.3,Since 1988,2036,15437
3620,0189_014.3,Since 1988,2046,17489
3620,0189_014.3,Since 1988,2055,19336
3623,0006_216.2,Since 1988,1988,4292
3623,0006_216.2,Since 1988,2027,10251
3623,0006_216.2,Since 1988,2032,11015
3623,0006_216.2,Since 1988,2036,11626
3623,0006_216.2,Since 1988,2046,13154
3623,0006_216.2,Since 1988,2055,14529
3624,0096_006.2,Since 1988,1988,239
3624,0096_006.2,Since 1988,2027,1416
3624,0096_006.2,Since 1988,2032,1567
3624,0096_006.2,Since 1988,2036,1688
3624,0096_006.2,Since 1988,2046,1990
3624,0096_006.2,Since 1988,2055,2262
3626,0089_296.0,Since 1988,1988,1574
3626,0089_296.0,Since 1988,2027,3424
3626,0089_296.0,Since 1988,2032,3661
3626,0089_296.0,Since 1988,2036,3851
3626,0089_296.0,Since 1988,2046,4325
3626,0089_296.0,Since 1988,2055,4752
3628,0015_233.2,Since 1988,1988,9924
3628,0015_233.2,Since 1988,2027,36703
3628,0015_233.2,Since 1988,2032,40136
3628,0015_233.2,Since 1988,2036,42882
3628,0015_233.2,Since 1988,2046,49748
3628,0015_233.2,Since 1988,2055,55928
3629,1826_004.9,Since 1988,1988,-3475
3629,1826_004.9,Since 1988,2027,4896
3629,1826_004.9,Since 1988,2032,5970
3629,1826_004.9,Since 1988,2036,6828
3629,1826_004.9,Since 1988,2046,8975
3629,1826_004.9,Since 1988,2055,10907
3601,1082_000.0,Since 1989,1989,133
3601,1082_000.0,Since 1989,2027,890
3601,1082_000.0,Since 1989,2032,989
3601,1082_000.0,Since 1989,2036,1069
3601,1082_000.0,Since 1989,2046,1268
3601,1082_000.0,Since 1989,2055,1447
3602,0013_006.5,Since 1989,1989,5579
3602,0013_006.5,Since 1989,2027,10163
3602,0013_006.5,Since 1989,2032,10767
3602,0013_006.5,Since 1989,2036,11249
3602,0013_006.5,Since 1989,2046,12456
3602,0013_006.5,Since 1989,2055,13542
3603,1112_000.0,Since 1989,1989,-126
3603,1112_000.0,Since 1989,2027,1719
3603,1112_000.0,Since 1989,2032,1962
3603,1112_000.0,Since 1989,2036,2156
3603,1112_000.0,Since 1989,2046,2642
3603,1112_000.0,Since 1989,2055,3079
3604,0015_368.1,Since 1989,1989,15973
3604,0015_368.1,Since 1989,2027,30722
3604,0015_368.1,Since 1989,2032,32662
3604,0015_368.1,Since 1989,2036,34215
3604,0015_368.1,Since 1989,2046,38096
3604,0015_368.1,Since 1989,2055,41589
3605,0038_003.2,Since 1989,1989,3288
3605,0038_003.2,Since 1989,2027,3063
3605,0038_003.2,Since 1989,2032,3033
3605,0038_003.2,Since 1989,2036,3010
3605,0038_003.2,Since 1989,2046,2950
3605,0038_003.2,Since 1989,2055,2897
3606,0091_010.1,Since 1989,1989,10073
3606,0091_010.1,Since 1989,2027,22278
3606,0091_010.1,Since 1989,2032,23884
3606,0091_010.1,Since 1989,2036,25168
3606,0091_010.1,Since 1989,2046,28380
3606,0091_010.1,Since 1989,2055,31271
3607,3462_002.8,Since 1989,1989,4043
3607,3462_002.8,Since 1989,2027,1228
3607,3462_002.8,Since 1989,2032,858
3607,3462_002.8,Since 1989,2036,562
3607,3462_002.8,Since 1989,2046,-179
3607,3462_002.8,Since 1989,2055,-846
3608,0039_008.7,Since 1989,1989,6769
3608,0039_008.7,Since 1989,2027,9147
3608,0039_008.7,Since 1989,2032,9460
3608,0039_008.7,Since 1989,2036,9710
3608,0039_008.7,Since 1989,2046,10336
3608,0039_008.7,Since 1989,2055,10899
3609,0084_087.8,Since 1989,1989,4521
3609,0084_087.8,Since 1989,2027,26170
3609,0084_087.8,Since 1989,2032,29018
3609,0084_087.8,Since 1989,2036,31297
3609,0084_087.8,Since 1989,2046,36994
3609,0084_087.8,Since 1989,2055,42121
3612,0080_099.5,Since 1989,1989,21166
3612,0080_099.5,Since 1989,2027,51344
3612,0080_099.5,Since 1989,2032,55315
3612,0080_099.5,Since 1989,2036,58492
3612,0080_099.5,Since 1989,2046,66434
3612,0080_099.5,Since 1989,2055,73581
3612,0080_101.5,Since 1989,1989,21166
3612,0080_101.5,Since 1989,2027,51344
3612,0080_101.5,Since 1989,2032,55315
3612,0080_101.5,Since 1989,2036,58492
3612,0080_101.5,Since 1989,2046,66434
3612,0080_101.5,Since 1989,2055,73581
3613,0065_008.4,Since 1989,1989,663
3613,0065_008.4,Since 1989,2027,458
3613,0065_008.4,Since 1989,2032,431
3613,0065_008.4,Since 1989,2036,409
3613,0065_008.4,Since 1989,2046,355
3613,0065_008.4,Since 1989,2055,306
3614,0080_138.9,Since 1989,1989,27798
3614,0080_138.9,Since 1989,2027,64332
3614,0080_138.9,Since 1989,2032,69139
3614,0080_138.9,Since 1989,2036,72985
3614,0080_138.9,Since 1989,2046,82599
3614,0080_138.9,Since 1989,2055,91252
3615,0190_015.75,Since 1989,1989,4889
3615,0190_015.75,Since 1989,2027,1255
3615,0190_015.75,Since 1989,2032,777
3615,0190_015.75,Since 1989,2036,394
3615,0190_015.75,Since 1989,2046,-562
3615,0190_015.75,Since 1989,2055,-1423
3616,1828_004.5,Since 1989,1989,380
3616,1828_004.5,Since 1989,2027,535
3616,1828_004.5,Since 1989,2032,556
3616,1828_004.5,Since 1989,2036,572
3616,1828_004.5,Since 1989,2046,613
3616,1828_004.5,Since 1989,2055,650
3617,0006_140.3,Since 1989,1989,1832
3617,0006_140.3,Since 1989,2027,1055
3617,0006_140.3,Since 1989,2032,953
3617,0006_140.3,Since 1989,2036,871
3617,0006_140.3,Since 1989,2046,667
3617,0006_140.3,Since 1989,2055,483
3618,0073_015.5,Since 1989,1989,567
3618,0073_015.5,Since 1989,2027,2296
3618,0073_015.5,Since 1989,2032,2524
3618,0073_015.5,Since 1989,2036,2706
3618,0073_015.5,Since 1989,2046,3161
3618,0073_015.5,Since 1989,2055,3570
